Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Modelo_Monetizacao
1966,Assassin's Creed: Rogue,X360,2014,Action,Ubisoft,0.58,0.38,0.0,0.09,1.05,Híbrido
1969,Skylanders: Trap Team,Wii,2014,Action,Activision,0.42,0.54,0.0,0.08,1.05,Híbrido
1970,Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.47,0.0,0.18,1.05,Híbrido
1972,Dance on Broadway,Wii,2010,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05,Híbrido
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.92,0.13,1.05,Pay-to-Play
1977,UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.34,0.03,0.13,1.05,Híbrido
1978,NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05,Híbrido
1979,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05,Híbrido
1980,The Simpsons: Road Rage,XB,2001,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,Híbrido
1981,Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,Híbrido
1983,WWE SmackDown vs. Raw 2010,X360,2009,Fighting,THQ,0.56,0.38,0.01,0.11,1.05,Híbrido
1984,Forza Motorsport,XB,2005,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,Pay-to-Play
1985,Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.49,0.0,0.11,1.05,Híbrido
1986,MySims Agents,Wii,2009,Adventure,Electronic Arts,0.62,0.32,0.0,0.1,1.05,Híbrido
1987,Monster Rancher 2,PS,1998,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05,Pay-to-Play
1989,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.4,0.0,0.11,1.05,Híbrido
1990,Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.04,Híbrido
1991,MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,Híbrido
1993,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.33,0.37,0.26,0.09,1.04,Híbrido
1995,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.04,Híbrido
1996,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,0.58,0.39,0.0,0.07,1.04,Híbrido
1998,Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04,Híbrido
2000,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,Híbrido
2001,Brink,X360,2011,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.04,Híbrido
2004,Jeremy McGrath Supercross 98,PS,1998,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04,Híbrido
2005,LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.33,0.0,0.09,1.04,Híbrido
2006,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04,Híbrido
2007,Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,Híbrido
2009,LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04,Híbrido
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04,Híbrido
2014,EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04,Híbrido
2015,MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,Híbrido
2016,Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.33,0.01,0.14,1.03,Híbrido
2017,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.94,0.02,0.0,0.08,1.03,Híbrido
2018,Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03,Híbrido
2019,Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03,Híbrido
2020,NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,Híbrido
2023,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0.0,0.11,1.03,Híbrido
2024,Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,Híbrido
2025,Rock Band 2,Wii,2008,Misc,MTV Games,0.94,0.01,0.0,0.08,1.03,Híbrido
2026,Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,Híbrido
2027,Bulletstorm,X360,2011,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,Híbrido
2028,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,Híbrido
2029,Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02,Híbrido
2030,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,Híbrido
2034,Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.21,0.45,0.08,1.02,Híbrido
2036,Wall-E,Wii,2008,Platform,THQ,0.51,0.4,0.0,0.11,1.02,Híbrido
2037,The Lost World: Jurassic Park,PS,1997,Action,Electronic Arts,0.57,0.39,0.0,0.07,1.02,Híbrido
2038,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.02,Híbrido
2039,Madden NFL 07,XB,2006,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,Híbrido
2040,Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,Disney Interactive Studios,0.44,0.4,0.0,0.17,1.02,Híbrido
2041,Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,Híbrido
2042,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01,Híbrido
2044,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01,Híbrido
2047,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,Híbrido
2049,Championship Manager 3,PC,2003,Sports,Eidos Interactive,0.0,0.93,0.0,0.08,1.01,Híbrido
2050,Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.48,0.44,0.0,0.09,1.01,Híbrido
2052,Monster Rancher,PS,1997,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07,1.01,Híbrido
2053,The LEGO Movie Videogame,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.48,0.02,0.18,1.01,Híbrido
2054,DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.53,0.0,0.2,1.01,Híbrido
2055,Rayman Legends,PS4,2014,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01,Híbrido
2056,NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,Híbrido
2057,Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,Híbrido
2058,Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.0,Híbrido
2059,PES 2009: Pro Evolution Soccer,X360,2008,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0,Híbrido
2060,Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08,1.0,Híbrido
2065,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,Sammy Corporation,0.0,0.0,1.0,0.0,1.0,Híbrido
2066,SoulCalibur II,XB,2003,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,Híbrido
2067,Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,1.0,Híbrido
2068,UFC Undisputed 3,X360,2012,Action,THQ,0.72,0.21,0.0,0.07,1.0,Híbrido
2069,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,Konami Digital Entertainment,0.08,0.9,0.02,0.0,1.0,Híbrido
2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0,Híbrido
2071,NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0.0,0.07,1.0,Pay-to-Play
2073,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0.0,0.07,1.0,Híbrido
2074,Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,Híbrido
2076,Rocksmith 2014,PS3,2013,Misc,Ubisoft,0.51,0.27,0.05,0.15,1.0,Híbrido
2077,Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.38,0.0,0.17,1.0,Híbrido
2078,Wheel of Fortune,Wii,2010,Misc,THQ,0.89,0.04,0.0,0.06,1.0,Híbrido
2079,Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.48,0.35,0.0,0.16,1.0,Híbrido
2080,Dark Souls,X360,2011,Role-Playing,Namco Bandai Games,0.64,0.28,0.0,0.08,1.0,Híbrido
2082,Jampack Winter 2000,PS,2000,Misc,Sony Computer Entertainment,0.55,0.38,0.0,0.07,1.0,Pay-to-Play
2083,Dead Space 3,X360,2013,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99,Híbrido
2085,NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,Pay-to-Play
2089,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99,Híbrido
2091,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,Híbrido
2092,LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.46,0.0,0.17,0.99,Híbrido
2093,Band Hero,Wii,2009,Misc,Activision,0.6,0.3,0.0,0.09,0.99,Híbrido
2094,Cars: Race-O-Rama,Wii,2009,Racing,THQ,0.61,0.3,0.0,0.09,0.99,Híbrido
2095,Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,Híbrido
2096,EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.09,0.99,Pay-to-Play
2097,Scooby-Doo! First Frights,Wii,2009,Action,Warner Bros. Interactive Entertainment,0.88,0.05,0.0,0.07,0.99,Híbrido
2099,The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,Pay-to-Play
2100,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99,Híbrido
2101,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0.0,0.11,0.99,Híbrido
2102,FIFA Soccer 10,Wii,2009,Sports,Electronic Arts,0.23,0.65,0.0,0.11,0.99,Híbrido
2104,Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99,Híbrido
2105,Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,Híbrido
2108,Far Cry 3,PC,2012,Shooter,Ubisoft,0.21,0.62,0.0,0.14,0.98,Híbrido
2109,Xenoblade Chronicles,Wii,2010,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98,Pay-to-Play
2110,Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0.19,0.0,0.07,0.98,Híbrido
2112,Sonic & Sega All-Stars Racing,PS3,2010,Racing,Sega,0.36,0.46,0.0,0.17,0.98,Híbrido
2118,South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,0.42,0.38,0.0,0.17,0.98,Híbrido
2119,Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.54,0.01,0.18,0.98,Híbrido
2120,Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98,Híbrido
2121,Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,Híbrido
2122,Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98,Híbrido
2123,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.41,0.06,0.18,0.98,Híbrido
2124,Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.43,0.51,0.01,0.98,Híbrido
2125,Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0.0,0.1,0.98,Híbrido
2126,Madden NFL 10,PS2,2009,Sports,Electronic Arts,0.88,0.0,0.0,0.1,0.98,Híbrido
2127,Brutal Legend,X360,2009,Action,Electronic Arts,0.62,0.27,0.0,0.09,0.98,Híbrido
2129,Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97,Híbrido
2130,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,Híbrido
2131,de Blob,Wii,2008,Platform,THQ,0.5,0.37,0.0,0.1,0.97,Híbrido
2132,NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,Híbrido
2133,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97,Híbrido
2134,NBA 2K10,X360,2009,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,Híbrido
2137,Skylanders: Spyro's Adventure,X360,2011,Action,Activision,0.53,0.35,0.0,0.1,0.97,Híbrido
2138,Club Penguin: Game Day!,Wii,2010,Sports,Disney Interactive Studios,0.56,0.33,0.0,0.08,0.97,Híbrido
2139,NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,Híbrido
2140,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,Híbrido
2141,NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0.0,0.1,0.97,Híbrido
2142,FIFA Soccer 2005,XB,2004,Sports,Electronic Arts,0.33,0.6,0.0,0.04,0.97,Híbrido
2143,LEGO The Lord of the Rings,Wii,2012,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0.0,0.08,0.97,Híbrido
2149,Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,Híbrido
2151,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,Pay-to-Play
2152,Jampack Summer '99,PS,1999,Misc,Sony Computer Entertainment,0.54,0.36,0.0,0.06,0.96,Pay-to-Play
2153,PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.28,0.04,0.14,0.96,Pay-to-Play
2154,Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.9,0.06,0.96,Híbrido
2156,Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96,Híbrido
2161,Sonic Unleashed,X360,2008,Platform,Sega,0.54,0.33,0.0,0.09,0.96,Híbrido
2162,Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.34,0.2,0.13,0.96,Híbrido
2163,NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,Híbrido
2166,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.09,0.12,0.96,Híbrido
2168,Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,Pay-to-Play
2169,Mortal Kombat: Deadly Alliance,XB,2002,Fighting,Midway Games,0.77,0.15,0.0,0.04,0.96,Híbrido
2170,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96,Híbrido
2172,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.33,0.15,0.15,0.96,Híbrido
2173,LEGO Jurassic World,X360,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.4,0.0,0.08,0.95,Híbrido
2174,ESPN NBA 2K5,XB,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,Híbrido
2176,World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95,Híbrido
2177,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,Híbrido
2179,South Park: The Stick of Truth,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95,Híbrido
2181,SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.51,0.0,0.17,0.95,Pay-to-Play
2182,Cars 2,Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0.0,0.1,0.95,Híbrido
2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,Pay-to-Play
2184,Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,Híbrido
2186,NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0.0,0.06,0.95,Híbrido
2187,Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.28,0.0,0.13,0.95,Híbrido
2188,Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.4,0.0,0.16,0.95,Híbrido
2189,Guitar Hero: Metallica,Wii,2009,Misc,Activision,0.41,0.43,0.0,0.1,0.95,Híbrido
2190,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95,Híbrido
2191,WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95,Híbrido
2192,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,0.62,0.24,0.0,0.08,0.95,Híbrido
2193,Tony Hawk: RIDE,Wii,2009,Sports,Activision,0.7,0.17,0.0,0.08,0.95,Híbrido
2194,Lego Batman 3: Beyond Gotham,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0.0,0.08,0.95,Híbrido
2195,Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,Pay-to-Play
2196,Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,Pay-to-Play
2197,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.5,0.0,0.17,0.94,Híbrido
2198,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94,Híbrido
2201,Rocksmith 2014,X360,2013,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94,Híbrido
2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0.0,0.06,0.94,Híbrido
2203,Cars,Wii,2006,Racing,THQ,0.83,0.04,0.0,0.07,0.94,Híbrido
2204,Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0.0,0.13,0.94,Híbrido
2205,Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,Híbrido
2207,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94,Híbrido
2208,Bayonetta,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94,Híbrido
2209,Destroy All Humans!,PS2,2005,Shooter,THQ,0.78,0.03,0.0,0.13,0.94,Híbrido
2210,MVP Baseball 2005,XB,2005,Sports,Electronic Arts,0.7,0.2,0.0,0.03,0.94,Híbrido
2211,SaGa Frontier 2,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,Híbrido
2212,NCAA Football 10,X360,2009,Sports,Electronic Arts,0.87,0.0,0.0,0.07,0.94,Híbrido
2213,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0.0,0.06,0.94,Pay-to-Play
2215,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,Híbrido
2216,Prince of Persia: The Sands of Time,XB,2003,Action,Ubisoft,0.57,0.33,0.0,0.04,0.94,Híbrido
2218,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0.0,0.12,0.94,Pay-to-Play
2219,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,Pay-to-Play
2220,NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,Híbrido
2221,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93,Híbrido
2222,Nickelodeon Fit,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93,Híbrido
2223,Buzz! Quiz World,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0.0,0.2,0.93,Pay-to-Play
2225,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,0.59,0.3,0.0,0.04,0.93,Híbrido
2226,Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.11,0.93,Híbrido
2227,EA Sports Grand Slam Tennis,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93,Híbrido
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,Pay-to-Play
2229,SSX,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93,Híbrido
2230,Sonic Riders: Zero Gravity,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93,Híbrido
2231,LEGO Jurassic World,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0.0,0.15,0.93,Híbrido
2239,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,Pay-to-Play
2240,Skylanders: Trap Team,X360,2014,Action,Activision,0.54,0.31,0.0,0.08,0.93,Híbrido
2242,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,Híbrido
2245,SnoCross Championship Racing,PS,1999,Racing,Ubisoft,0.52,0.35,0.0,0.06,0.93,Híbrido
2246,Teenage Mutant Ninja Turtles,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,0.92,Híbrido
2247,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,0.45,0.35,0.0,0.12,0.92,Híbrido
2248,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92,Pay-to-Play
2249,007: The World is not Enough,PS,2000,Action,Electronic Arts,0.51,0.35,0.0,0.06,0.92,Híbrido
2250,NCAA Football 11,X360,2010,Sports,Electronic Arts,0.86,0.0,0.0,0.06,0.92,Híbrido
2251,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0.0,0.06,0.92,Híbrido
2252,FIFA Street,X360,2012,Sports,Electronic Arts,0.17,0.65,0.0,0.1,0.92,Híbrido
2253,EA Sports Active 2,PS3,2010,Sports,Electronic Arts,0.52,0.28,0.0,0.12,0.92,Híbrido
2255,WWE SmackDown vs. Raw 2009,X360,2008,Fighting,THQ,0.58,0.26,0.0,0.08,0.92,Híbrido
2256,Dante's Inferno,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,Híbrido
2257,Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0.0,0.0,0.05,0.92,Híbrido
2258,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06,0.92,Híbrido
2259,Kung Fu Panda,Wii,2008,Action,Activision,0.5,0.32,0.0,0.09,0.92,Híbrido
2262,Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0.0,0.08,0.92,Híbrido
2264,Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92,Híbrido
2265,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0.0,0.15,0.92,Híbrido
2266,Dynasty Warriors 7,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92,Híbrido
2267,The Evil Within,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92,Híbrido
2268,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,Pay-to-Play
2270,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,0.45,0.35,0.0,0.12,0.92,Híbrido
2271,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,Pay-to-Play
2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92,Pay-to-Play
2273,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0.0,0.17,0.92,Pay-to-Play
2274,Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92,Híbrido
2275,Homefront,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91,Híbrido
2276,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0.0,0.0,0.07,0.91,Híbrido
2277,Street Hoops,PS2,2002,Sports,Activision,0.45,0.35,0.0,0.12,0.91,Híbrido
2278,Avatar: The Game,PS3,2009,Action,Ubisoft,0.32,0.43,0.0,0.16,0.91,Híbrido
2280,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,Híbrido
2281,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,Híbrido
2282,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,Híbrido
2283,LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,Activision,0.47,0.3,0.0,0.13,0.91,Híbrido
2284,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91,Híbrido
2286,MX vs. ATV Reflex,PS3,2009,Racing,THQ,0.52,0.26,0.0,0.12,0.91,Híbrido
2287,Minecraft: Story Mode,X360,2015,Adventure,Mojang,0.46,0.38,0.0,0.08,0.91,Híbrido
2289,Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0.0,0.08,0.91,Híbrido
2292,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,Híbrido
2293,DJ Hero,PS3,2009,Misc,Activision,0.42,0.34,0.0,0.14,0.91,Híbrido
2294,Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,Híbrido
